Title,Cluster
Television & Cinema Mr. Impatient for Flipkart.com by Happy Creative Services,4
Television & Cinema Mr. Forgetful for Flipkart.com by Happy Creative Services,4
Television & Cinema The Man From Motilal Oswal for Motilal Oswal by Cartwheel Creative,1
Television & Cinema Cafe for Bloomberg TV India by Triton Communications P LTD,1
Television & Cinema Netagiri for Bloomberg TV India by Triton Communications P LTD,1
Television & Cinema India Ka Tadka for Dhara by DDB Mudra Group,1
Television & Cinema Dhobi Ghat for Tide Plus by Leo Burnett India,1
Television & Cinema Guide for Center Fruit by Ogilvy India,1
"Print Resistance, Hot for Sensodyne by Point Blank Advertising",3
"Print Resistance, Cold for Sensodyne by Point Blank Advertising",3
Television Sunfeast Dark Fantasy-Chocolate for Sunfeast by FCB India - Escape into one,4
Television Whirlpool Proton for Whirlpool by FCB India - Time To Change,4
Television Tata Docomo- Ranbir Kapoor idli for Tata Docomo by FCB India,1
Television Tata Indigo- 25 nahi to kuch nahi for Tata Indigo by FCB India,1
Television Big Like India. Smart Like You. for Suzuki  by Dentsu Creative Impact,1
Television Run and Fly for Red Chief Shoes by Primetime Communications,4
Television Chhotte Kadam Pragati ki Aur for Nihar Naturals by BBH Mumbai,1
Television Sunfeast Dark Fantasy Vanilla for Sunfeast Vanilla by FCB India,1
Television John Player-Hrithik for John Player by FCB India,0
Television jeevansathi.com for jeevansathi.com by FCB India,4
Television Sunfeast Dream Cream for Sunfeast by FCB India,1
Television Red Tag for Network18 by Grey Group India,1
Television Gorilla for Centuryply by Bates CHI & Partners,1
Television Painter for Londonderry by Everest Brand Solutions Pvt Ltd,3
Television Tennis for Maxo by DDB Mudra,4
Television Yuvraj for Birla Sun Life Insurance by  Wunderman Thompson South Asia,1
Television Safety of Your Loved Ones for Apollo by Publicis India - go the distance,4
Television Masti Ka Pitaara for Dell by Grey Group India,1
Television Michael Schumacher for Airtel by Taproot Dentsu,4
Television College for Parle 20 20 by Ogilvy India,1
Television Office for Parle 20 20 by Ogilvy India,1
Television Priority Banking for Axis Bank by MullenLowe Lintas Group,4
Print Balloon for Bausch & Lomb by Point Blank Advertising,0
Television Bollywood for Dim by Publicis 133 - 3 hÃ©roÃ¯nes vÃªtuesÂ des nouveaux coloris de la gamme improvisent une chorÃ©graphi...,2
Television Smart Woman Plan for HDFC Life by Leo Burnett India,1
Television Whistle for IFFCO TOKIO General Insurance by August Communications,4
Television Cycle Generator for Visa by BBDO India,1
Television & Cinema Knife for Tata Docomo by FCB Ulka,1
Television & Cinema Paper Face for Park Avenue by Publicis India - Mumbai,1
"Television & Cinema Wahi Mazboot Jod, Paani Mein Bhi for Fevicol Marine by Ogilvy India",1
"Print Strengthens Hair From Within, 2 for Radiance-H by Point Blank Advertising",3
Television & Cinema Ranvir Shorey for Havells by MullenLowe Lintas Group,4
Television & Cinema CUMI for Murugappa by Interface Communications,1
Television & Cinema Murugappa for Murugappa by Interface Communications,1
Television & Cinema Silent for Volkswagen by DDB Mudra,1
Television & Cinema Alive is Awesome for Cinthol by Creativeland Asia,1
Television & Cinema Parallel Journeys for Nike by J. Walter Thompson Bangalore,1
Television & Cinema Sport Film for Jabong.com by Salt Brand Solutions,3
Television & Cinema Ocean for Fiat by Saints and Warriors,1
Television & Cinema Rev Mix for Spinz by Curry Nation,4
Television Go Do Something Wonderful for Intel by Wieden + Kennedy Amsterdam,4
Print Cyber Crime for Advertising Agencies Association of India  by MullenLowe Lintas Group - Combat Cybercrime. It is the new face of terrorism.,3
Television & Cinema Beach for Bacardi by Chaitra Leo Burnett Private Ltd.,3
Print Don't Text While Driving for Ford by J. Walter Thompson Delhi,0
Television Pinch for Tradus.com by Yang Communications,4
Television Harley Marley for Tradus.com by Yang Communications,4
Television Electrocution for Tradus.com by Yang Communications,4
Print Staircase for Rohan Avriti by Ogilvy Bangalore - Surprisingly private property.,0
Print Lift for Rohan Avriti by Ogilvy Bangalore - Surprisingly private property.,3
Print Creeper for Rohan Avriti by Ogilvy Bangalore - Surprisingly private property.,3
Television & Cinema Deepika Padukone for Yamaha by DDB Mudra Group,1
Print Small Acts for Kerala Tourism by Stark Communications Pvt. Ltd.,3
Television & Cinema Badi Badi Baatein for OLX.in by Saatchi & Saatchi,0
Television & Cinema Family for Reliance by Grey Group India,1
Television & Cinema Cafe for Micromax by MullenLowe Lintas Group,4
Television & Cinema Car for Micromax by MullenLowe Lintas Group,4
Television & Cinema Havells Geyser for Havells by MullenLowe Lintas Group,0
Television & Cinema Funky Town for Vespa by Meridian Communications,4
Television Yeh Hai Rishton Ka Time for Domino's by Contract Advertising,4
Television Water World for Roma by Scarecrow M&C Saatchi,0
Television Forest for Roma by Scarecrow M&C Saatchi,0
Television Pagoda for Roma by Scarecrow M&C Saatchi,0
Print Gandhi / Hitler for World Peace Day by I&I Advertising - Leader or Dictator CHOOSE!,3
Print Mandela / Gaddafi for World Peace Day by I&I Advertising - Good or Bad CHOOSE!,3
Print Dalai Lama / Saddam for World Peace Day by I&I Advertising - Love or Hate CHOOSE!,3
Print Obama / Osama for World Peace Day by I&I Advertising - Peace or Violence CHOOSE!,3
"Television Buri Nazar Wale, Tera Muh Kaala for Set Wet by Taproot Dentsu - Very very sexy",1
Television Join the Team for Vodafone by Ogilvy India,4
Television Camera for eBay by Law & Kenneth Communications,4
Television Flavours Without Borders for Hippo World Toasties by Creativeland Asia,1
Print 360 for Fujifilm by Grey Group India,1
Television Live the Weekend Life for Quanto by Interface Communications Limited,4
Television Rampwalk for Myntra by Taproot Dentsu,4
Television Shahrukh and Saif for Seagram's Royal Stag by Ogilvy India,0
Print Deer for Volkswagen by DDB Mudra - Cornering lights now standard on Touareg.,3
Print Rock for Volkswagen by DDB Mudra - Cornering lights now standard on Touareg.,0
Print Tree for Volkswagen by DDB Mudra - Cornering lights now standard on Touareg.,3
Television Diwali for Tanishq by MullenLowe Lintas Group,4
Print Water Saver 1 for Killer Jeans by Grey Group India,1
Print Water Saver 3 for Killer Jeans by Grey Group India,1
Print Water Saver 2 for Killer Jeans by Grey Group India,1
Television Say Yes to Less for Panasonic by Black Pencil - Say Yes to Less. More to Life.,3
Television Treadmill for Karbonn by Taproot Dentsu,4
Television Drummer for Karbonn by Taproot Dentsu,4
Television Table Tennis for Karbonn by Taproot Dentsu,4
Television Measles for Fastrack by MullenLowe Lintas Group,4
Television It's Spreading for Fastrack by MullenLowe Lintas Group,4
Television Maa Jaisa Koi Nahi for Mother Dairy by Ogilvy India,1
Television Pyaar for Pigeon by Grey Group India,1
Television Oreo Surprise for Oreo by Interface Communications Limited,0
"Television Saath Khao, Khushiyaan Badhao for Coca-Cola by McCann Mumbai",1
Television Platinum Day of Love for Platinum Guild International by Metal Communications,4
Television Pottery for Titan Raga by Ogilvy Bangalore,1
Television Godrej Security Solutions for Godrej Security Solutions by  Wunderman Thompson South Asia - To demonstrate the brandâs role in the consume...,2
Television Ford Figo for Ford by WPP Global Team Ford,4
Television Diwali for Canon by Dentsu Marcom Pvt. Ltd.,3
Television Beyond the Obvious for Acer by BBH Mumbai,4
"Print Talk, 1 for Aircel by McCann New Dehli",3
"Print Talk, 2 for Aircel by McCann New Dehli",3
"Print Talk, 3 for Aircel by McCann New Dehli",3
"Print Talk, 4 for Aircel by McCann New Dehli",3
"Logotype AVG Advertising for AVG Advertising by AVG Advertising - AVG is a creative agency providing you a wide range of creative solutions in print, adver...",2
Web Film I Found My Song for Mom & Me by BLACK PICTURE CO. - The plan was to position the brand as aiding the wonderful plans of life. The film established...,2
Television Giving is Magic for ICICI Bank by Ogilvy India,1
Television Classroom for The Hindu by Ogilvy Bangalore,4
Television Hear the Truth for JBL by Stirred Creative,4
Television Dominoes for Chevrolet by McCann New Dehli,4
Television Lost Wallet for Samsung by Cheil India,1
Television One is Enough for Dixcy Scott by Leo Burnett India,4
Television Beautiful Things for Forest Essentials by Wieden + Kennedy - Beautiful things make beautiful things,4
"Television Live Young, Live Free for Mahindra by Interface Communications Limited",4
"Television More Bright, More Vivid, More Joy for Sony by Hakuhodo Percept - make.believe",3
Television Leather Bag for Lavie by TBWA\India,1
Television You and Me Together for Windows 8 by J. Walter Thompson Beijing,0
Television Magic for Godrej Aer by Creativeland Asia,1
Television Cafe for Quikr by Scarecrow M&C Saatchi,4
Television Independence for Cadbury by Contract Advertising,0
Television Army for Dabur Chyawanprash by McCann New Dehli,1
"Print Two Faces, 2 for Sankara by Watercrab",0
"Print Two Faces, 1 for Sankara by Watercrab",0
Television Hairstyles for Vodafone by Ogilvy India,1
Television Tailor for Vodafone by Ogilvy India,1
Television Diwali for Idea Cellular by MullenLowe Lintas Group,4
Television Water Saver for Killer Jeans by Grey Group India,1
Television We For You for Angel Broking by Publicis India - Mumbai,4
Television Africa for Emirates by DDB Mudra,1
Television Europe for Emirates by DDB Mudra,1
Television America for Emirates by DDB Mudra,1
Television Moves Like Music for Nissan by TBWA\India,1
Print Chameleon for 3M by Grey Worldwide India (Pvt.) Limited.,3
Print Frog for 3M by Grey Worldwide India (Pvt.) Limited.,3
Television Umpire for Racold by BBDO India,1
Television The Clear Way to Go for Cleartrip by Wieden + Kennedy,4
Television Flights for Cleartrip by Wieden + Kennedy,4
Television Hotels for Cleartrip by Wieden + Kennedy,4
Television Trains for Cleartrip by Wieden + Kennedy,4
Television Gym for Vodafone by Ogilvy India,1
Television Discover Motherhood for Babyoye.com by Contract Advertising,4
Television Boyfriend for Hero by J. Walter Thompson Delhi,4
Television Captain for Sona Chandi Chyawanprash by Scarecrow M&C Saatchi,4
Television Soch for Sona Chandi Chyawanprash by Scarecrow M&C Saatchi,1
Television & Cinema Tanjore for Google Chrome by BBH Mumbai - The web is what you make of it,1
Television Sit Down for Cafe Coffee Day by Creativeland Asia,1
Television Mature Love for Tanishq by MullenLowe Lintas Group,4
Television Street for Groupon by ideas@work - For the craziest deals in town,4
Television Restaurant for Groupon by ideas@work - For the craziest deals in town,4
Television Holiday for Groupon by ideas@work - For the craziest deals in town,4
Television Kitchen: Birthday for Groupon by ideas@work - For the craziest deals in town,4
Print Boy for Volkswagen by DDB Mudra,1
Print Girl for Volkswagen by DDB Mudra,1
Television Honey Bunny for Idea Cellular by MullenLowe Lintas Group,4
Television Cheesy Boloroni Pizza for Domino's by Contract Advertising,4
Television You're Late for Rado by Publicis Italy,4
Television Car Insurance for Policybazaar.com by Metal Communications,4
Television Mirinda Moonu for Mirinda by J. Walter Thompson Bangalore,0
Television & Cinema Lipstick for Tata Docomo by FCB Ulka,1
Television Dirty for Comedy Central,4
Television Twisted for Comedy Central,4
Television Kiss for Nokia by J. Walter Thompson Delhi,1
Television Linen Club for Linen Club by DDB Mudra,4
Television Swift and Shout for Maruti Suzuki by Publicis,4
Television Dive for Stop Not by Meridian Communications,4
Television Dad for Stop Not by Meridian Communications,4
Television In Sport and In Life for Fila by Cactii Communications,4
Television Refresh Kare Zindagi for V-Guard by AMBIENCE PUBLICIS ,1
Television Move on to Hell for Fastrack by Fisheye Creative Solutions,4
Television Guddi Ki Shaadi for CEAT by Ogilvy India,1
Television Nasbandee for CEAT by Ogilvy India,1
Television Mehnat - Papa - Jaat for IFFCO TOKIO by August Communications,4
Television Rise Up to Every Challenge for Hyderabad Sunrisers by J. Walter Thompson Chennai,1
Collectible Design Don't Drink and Drive Key Chains for Hot Wheels by Ogilvy India,1
Television Cricket for Snickers by RK Swamy BBDO,4
Television Chocolate for Sunfeast by FCB Ulka,3
Television Vanilla for Sunfeast by FCB Ulka,4
Television Jetliner for Maruti Suzuki by Publicis India - Way of Life!,3
Television Submarine for Maruti Suzuki by Publicis India,1
Web Film Dhool Tucker for Boost by The Communications Central,3
Television Crazy for Happiness for Coca-Cola by McCann Mumbai,1
Print Cage for Nataraj Pencils by Ogilvy India,0
Print Tight Rope for Nataraj Pencils by Ogilvy India,0
Print Magician for Nataraj Pencils by Ogilvy India,0
Print Wrecking Ball for Nataraj Pencils by Ogilvy India,0
Television Nain Mattaka for Hero by J. Walter Thompson Delhi,1
Television Desh for Havells by MullenLowe Lintas Group,4
Television ING Life Insurance for ING by Law & Kenneth Communications,4
Outdoor/Out of Home Interactive Installation for Absolut by SapientNitro - Absolutâs is a creative journey that begins at âAbsolut Blankâ...,2
Television Video Game for Chocos by  Wunderman Thompson South Asia,4
Television Bluetooth God for Volkswagen by DDB Mudra,1
Television GPS for Volkswagen by DDB Mudra,1
Television Jalebi for Paras Ghee by Rediffusion-Y&R,4
Television The Phone That Can for Micromax by MullenLowe Lintas Group,4
Television Voting for Frontline by Scarecrow M&C Saatchi,4
Television Cliff for Bingo Tangles by Ogilvy Bangalore,1
Television Ride Premium Class for TVS Phoenix by McCann Bangalore,1
Television Power of Fruit for Fruitnik by RK Swamy BBDO,1
"Television Har Mausam Love, Har Mausam Aam for Maaza by Chaitra Leo Burnett Private Ltd.",3
Television Harbinger for Vasan Eye Care by Maitri Advertising Works,1
Television Stunning Colours Meet Incredible Sound for Micromax by MullenLowe Lintas Group,4
Television Right to Be Heard for Headlines Today by Black Pencil,4
Television Mitti for National Population Register by DDB Health & Lifestyle,1
Television Chandrika Face Wash for wipro by FCB India,1
Television Tata Docomo ATM  for Tata Docomo by FCB India - Luck works sometimes,1
Television Tata Docomo Nanchaku for Tata Docomo by FCB India - Luck works sometimes,1
Television Tata Docomo Clown for Tata Docomo by FCB India,1
Television Tata Swach- Chandu Ke Chacha for Tata Swach by FCB India,1
Television Horlicks Pro Mind for Horlicks by J. Walter Thompson Delhi,4
Television Hero MotoCorp- 'Unleash the Hero Within' for Hero MotoCorp- Corporate by FCB India,1
Television & Cinema Mother for Mumbai Traffic Police  - A film on road safety made for Mumbai Traffic Police.Â ,3
Television Oh Yes Abhi for Pepsi by J. Walter Thompson Delhi,1
Television Sar Jo Tera Chakraye for Max India by Dentsu Creative Impact,1
Television Chinese Whisper for McDonald's by Leo Burnett India,1
Television Dancing Babies for Kit Kat by J. Walter Thompson Delhi,0
Television We Time for TVS Wego by Dentsu Communications Pvt. Ltd. - Find Your We Time,3
Television The Occasion for Bluestone.com by Happy Creative Services,4
"Radio 50Kg for Reliance Cement by Minority Brand Creation and Management LLP - A customer goes to purchase a sack of 50kg cement, but by the time he reache...",2
"Television School for Aircel by McCann Mumbai - Thoda extra milta hai toh, accha lagta hai na",4
Television Teacher for Sprite by Ogilvy India,1
Television Soldier for Women for Gillette by BBDO India,1
Ambient Hot Wheels Thrill Machine for Hot Wheels by Ogilvy India,1
Print Postman for Anchor by Scarecrow M&C Saatchi,0
Print Fisher Woman for Anchor by Scarecrow M&C Saatchi,0
Print Milkman for Anchor by Scarecrow M&C Saatchi,0
Print Pizza Boy for Anchor by Scarecrow M&C Saatchi,4
Television Bijli Baba for Havells by MullenLowe Lintas Group,4
Print Bath for Anchor by Scarecrow M&C Saatchi - Interruptions are inevitable. At least make them melodious.,0
Print Grapes for Anchor by Scarecrow M&C Saatchi - Interruptions are inevitable. At least make them melodious.,0
Print Pillow Fight for Anchor by Scarecrow M&C Saatchi - Interruptions are inevitable. At least make them melodious.,0
Television Gola for Chingles by Dentsu Marcom Pvt. Ltd.,3
Television Budget Moves for Moneycontrol.com by Contract Advertising,4
Television Kainchi Cut for Moneycontrol.com by Contract Advertising,4
Television Pump Step for Moneycontrol.com by Contract Advertising,4
Television Bull Walk for Moneycontrol.com by Contract Advertising,4
Television Designed to Thrill for Tata by FCB India,1
Events Classroom Mumbai for Akanksha by Ogilvy India - Classroom Mumbai,4
Television Driven By Excellence for Skoda by BBH Mumbai,1
Television Wardrobe for eBay by Law & Kenneth Communications,4
Television Library for eBay by Law & Kenneth Communications,4
Print Adopt Indian Dogs: Dogs of the Soil March for PETA by Chirpy Elephant         ,3
Print Building for World For All by Ogilvy India - Dogs cure depression. Adopt one.,3
Print Noose for World For All by Ogilvy India - Dogs cure depression. Adopt one.,3
Print Train for World For All by Ogilvy India - Dogs cure depression. Adopt one.,3
Television Riot for Quikr by Scarecrow M&C Saatchi,4
Television Cash for PNB MetLife by McCann New Dehli,1
Television One Life. Many Lives. for Honda by Dentsu Marcom Pvt. Ltd.,3
Ambient Yamaraj - Drink and Get Driven for Chennai Traffic Police by McCann Bangalore,1
Television Office for Sony MAX by  Wunderman Thompson South Asia,1
Television Bad Dancer for Sony MAX by  Wunderman Thompson South Asia,4
Television The Grand Life for Samsung by Chaitra Leo Burnett Private Ltd. - Smart phone experience redefined,1
Television Nazis for National Geographic Channel by J. Walter Thompson Delhi,0
Television Meaow! for National Geographic Channel by J. Walter Thompson Delhi,4
Television It Happens for Wild Stone by Soho Square,4
Television Aap Yahan Aaye Kis Liye for Bharti AXA by AMBIENCE PUBLICIS ,1
Ambient Fevicol Runners for Fevicol by Ogilvy India,1
Television Telephone Exchange for Idea Cellular by MullenLowe Lintas Group,3
Television Change for Panasonic by Dentsu India,1
Television Rageshwari for Yebhi.com by TBWA\Anthem Private Limited,4
Television Cyrus for Yebhi.com by TBWA\Anthem Private Limited,4
"Case Study Titan HTSE Enlightening Media for Titan HTSE by Maxus Global - Maxus India presents Enlightening Media through Ttian HTSE mobile phone model.
Yo...",2
"Case Study Indiafest for Nokia by Maxus Global - Uncool. It's a word no brand wants to hear about itself, especially from the youth market. But, in recent...",2
Television May Your Life Be Full of Stories for Mahindra by Interface Communications Limited,4
Other Collateral Hand Washing Roti Reminder for Lifebuoy by OgilvyAction,4
Television Jabong.com- Fashion Nikla Mann Fisla for Jabong.com by FCB India,1
"Case Study We Mixed India! for Tata Sky by Maxus Global - In multilingual India, most satellite operators bundled channels together - effectively making co...",2
Television Virat Comes Alive for Cinthol by Creativeland Asia - Alive is Awesome,4
"Television Hex Celebrating Growth for Hex Corp by Thought Bubbles  - This tvc was shot over a period of 5 days, with paper cut outs 2d, miniatures. All eff...",2
Ambient Walk the Line for Bacardi by Dentsu Webchutney,4
Television The Call of Cool for Set Wet by Taproot Dentsu,4
"Television Silk, Now Silkier for Cadbury by Ogilvy India - Softer Smoother Silkier Gone",3
Web Film Help a Child Reach 5 - Gondappa for Lifebuoy by MullenLowe Lintas Group,4
Television Flying Hair for Tata Docomo by FCB Ulka - Share life as it happens.,3
Digital Victorinox Companion for Life- True Stories Campaign and the website launch for Victorinox by Publicis Sapient - Victorinox collected countless sto...,2
Television Magic of Frooti for Frooti by Creativeland Asia,1
Television Flight for Goibibo.com by ITSA Brand Innovations - Better safe than sorry,4
Television Hotel for Goibibo.com by ITSA Brand Innovations - Better safe than sorry,4
Television Bus for Goibibo.com by ITSA Brand Innovations - Better safe than sorry,4
Television Library for Lay's by J. Walter Thompson Delhi - Chile Limon khaya toh panga dimag main aya,0
Case Study Closer than you think for Living with Diabetes in India by Medulla Communications Pvt. Ltd.,3
Television Women's Equality for Tata Tea Premium by MullenLowe Lintas Group,1
Direct Marketing Bad News Bag for Delhi Police by Eleven Brandworks,1
Television Go Milk for GO by Scion - Convinient and easy on the go product and package. Target at the new generation & as a lifestyle product.,3
Television Ask For a Better Tomorrow for Mahindra by StrawberryFrog,4
Television Paint Bomb for IPL by Ogilvy India,1
Magazine Reflection of music - Usha Uthup for Coca cola India Inc by Leo Burnett India,1
Case Study Enoch for HEAL FOUNDATION OF INDIA by McCann Mumbai,4
Outdoor/Out of Home Franklyn Gandhi for Western Union Money Transfer by McCann Mumbai,1
Outdoor/Out of Home Lincoln Fahd for Western Union Money Transfer by McCann Mumbai,1
Outdoor/Out of Home Queen Mao for Western Union Money Transfer by McCann Mumbai,1
Television Kathakali for 7Up by Taproot Dentsu,1
Television Canvera Photobooks for Canvera Photobooks by Ogilvy Bangalore,1
Television Open for Samsung by Cheil India,1
Television Let's Catch Up for Amul by FCB India,1
Print Worried Dad for HCG Cancer Hospitals by Ogilvy Bangalore - Put out the fire.,3
Print Thinking Mom for HCG Cancer Hospitals by Ogilvy Bangalore - Put out the fire.,3
Print Happy Uncle for HCG Cancer Hospitals by Ogilvy Bangalore - Put out the fire.,3
Television Dream Hangout for Appy Fizz by Creativeland Asia,1
Television The Best of Sony in a Smartphone for Sony by Hakuhodo Percept,1
Television Lucky Singh for V-Guard by Publicis Ambience,1
Television Paper Plane for Kuoni by TBWA\India - Don't let your holiday spirit die.,3
Television Crazy Feet for Vodafone by Ogilvy India,4
"Digital Global Handwashing Day 2012  for Lifebuoy by SapientNitro Asia Pacific - Each year, more than 2 million children donât live to see their 5th...",2
Television Shanti Amla for Nihar Naturals by BBH Mumbai,1
Television KFC WOW! for KFC India by Ogilvy India,1
"Television Colours for Madhya Pradesh Tourism by Ogilvy India - In India, we welcome people with colours. So to welcome tourists into the State of Madhya P...",2
Television Fun it Up for Bumchums by Scarecrow M&C Saatchi,4
"Corporate Communication Trees Can't Do It for Open Magazine by Innocean Worldwide - CHALLENGE
OPEN magazine decided to take the country on a tree plantatio...",2
Television Superstar for Hyundai by Innocean Worldwide,1
"Web Film Trees Can't Do It for Open Magazine by Innocean Worldwide - CHALLENGE
OPEN magazine decided to take the country on a tree plantation drive. Mainly...",2
Television Cools the Boss for Blue Star by Interface Communications Limited,4
Television Negotiation for Tang by Bates Chi & Partners,4
Case Study CCD Planner - 2012 for Cafe Coffee Day by Creativeland Asia,1
Television Oh Yes Abhi - Ranbir Kapoor for Pepsi by Taproot Dentsu,1
Television Neighbor's Envy for OLX.in by ITSA Brand Innovations,3
Television Classroom for Bisleri by Soho Square,4
Television Zoozoo World for Vodafone by Ogilvy India,1
Television Na for Dainik Bhaskar by Dentsu India,1
Television Get Tagged for Titan by Ogilvy Bangalore,1
Print Tree for World Environment Day by Valappila Communications,1
Magazine Applied Arts for SV College of Fine Arts by Janrise Advertising - Original Apple + Pain apple texture  ,3
Television Cafe for Coca-Cola by McCann Mumbai,1
Television Hero- Pleasure for Hero Pleasure by FCB India,1
Television Flying Hair for Docomo by FCB India,1
Television Dettol Healthy Kitchen Gel for Dettol by Havas Delhi ,1
Television Mortein NaturGard for Mortein by Havas Delhi ,4
Television First Job - Shikhara for Domino's by Contract Advertising,4
Television Colours Can Come Alive for Micromax by MullenLowe Lintas Group,4
Television What Should I Cook Tomorrow? for Zee Khana Khazana by Scarecrow M&C Saatchi,4
Television 50 Degrees for Blue Star by Interface Communications Limited,0
"Television Magnets for Samsung by Chaitra Leo Burnett Private Ltd. - Life can change a lot in ten years, but thanks to its digital inverter compressor, you...",2
Case Study The Tagging Drive for Once Again by Ogilvy Bangalore - Once Again sells people's unwanted items to fund community projects. This Facebook campai...,2
Print Illusion for Oreo by Interface Communications Limited,4
"Brochure Urban Homes Brochure for VTP Group by The Circus Works - Urban Homes is an upcoming luxurious residential property in pune, India. The Circus work...",2
Television Echo for Mirinda by BBDO India,1
Television Laptop for Mirinda by BBDO India,1
Television Theatre for Mirinda by BBDO India,1
Television Life Uninterrupted for Hitachi by Dentsu Creative Impact,4
Television Crush for Limca by Leo Burnett India,1
Television Water Cooler for The Economic Times by MullenLowe Lintas Group,4
Television Conference Room for The Economic Times by MullenLowe Lintas Group,4
Television Elevator for The Economic Times by MullenLowe Lintas Group,4
Television Inspired By You for Haier by Cresta Communication,4
Television The Gift for Basics Life by Happy Creative Services - Shop Like A Man,4
Television Social Diva for Basics Life by Happy Creative Services - Shop Like A Man,4
Television The Trial Room for Basics Life by Happy Creative Services - Shop Like A Man,4
Television Depression for Basics Life by Happy Creative Services - Shop Like A Man,4
"Web Film Handball for Dos Equis by Havas New York - The Most Interesting Man in World played handball, deciphered hieroglyphics, gave his father ""the talk,...",2
Television Chris Gayle for Pepsi by Taproot Dentsu,4
Television Prison Break for Tata Sky by Ogilvy India - For Those Who Don't Have Time To Watch TV,1
"Television Roz Kuch Naya, Roz Kuch Soya for Nutrela by Soho Square",4
Television Brother & Sister for Tanishq by MullenLowe Lintas Group,4
Television Driver for eBay by Law & Kenneth Communications,4
Television & Cinema PulsarMania2 for Bajaj Pulsar by Ogilvy India - Pulsar is India's No. 1 sports motorcycle. TheÂ Pulsar 200NS is the newest variant&...,2
Television Twist & Turn for Hair & Care by Taproot Dentsu,4
Television Prison Break (75 Seconds) for Tata Sky by Ogilvy India - For Those Who Don't Have Time To Watch TV,1
Television Inspired by Passion. Powered by You. for Dell by Grey Group India,1
Television Expert Hair Colour for Godrej by Creativeland Asia,1
Television Happy Birthday Sachin for adidas by TBWA\India,1
Case Study Lifebuoy roti board for Lifebuoy by OgilvyAction,4
"Television Bargain for McDonald's by Leo Burnett India - It's grilled, it's spicy, it's Indian.",3
"Television Tuesday for McDonald's by Leo Burnett India - It's grilled, it's spicy, it's Indian.",3
"Television Bill for McDonald's by Leo Burnett India - It's grilled, it's spicy, it's Indian.",3
"Television EMI for McDonald's by Leo Burnett India - It's grilled, it's spicy, it's Indian.",3
Television Non-Stop Life for Samsung by Cheil India,1
Ambient The Free Store for Fevicol by Ogilvy India,4
Television FINO ki Kahani Kanhaiya ki zubaani for FINO,1
Television Office for Flipkart.com by Happy Creative Services,4
Television Carnatic for Flipkart.com by Happy Creative Services,1
Television The Closet for Fastrack by MullenLowe Lintas Group,4
Television Let Your Pictures Say More for Sony by Hakuhodo Percept,4
Television Break Free for Livon by DDB Mudra Group,4
Television Cold Coffee for Bru Gold by Ogilvy India - Lick the happiness clean,4
Television We Want 4 for Samsung by Cheil India,1
"Television & Cinema AMUL KOOL - ISTANBUL for Amul Kool by Dacunha Communications Ltd - Amul Kool team 2 . Great flavours, wonderful models, truly talented...",2
Television Yoghurt for Danone,4
Television Dahi for Danone,4
Print Short Dreams for Volkswagen by DDB Mudra,1
Television Wildlife for Dish TV by McCann New Dehli,3
Television Public Holiday Sale for Big Bazaar by DDB Mudra,1
Television Arranged Match for Raymond Limited by RK Swamy BBDO - The Complete Man,4
Television Dog for Expedia by MullenLowe Lintas Group,4
Television Corruption for Morphy Richards by Contract Advertising - Extract Every Last Drop,4
Television Life for Ceat by Print2tape,4
Television Talent Hunt for Zawat by Taproot Dentsu,4
Television Oreo Choco Creme Confusion for Oreo by Interface Communications Limited,0
Television Group Chat for WeChat by Ogilvy India,4
Web Film Help Desk          for AARAMBH by DDB Mudra,4
Print Visual Classified for Times Classified by Taproot Dentsu,4
Television Hands for Lenovo by Ogilvy India,1
Direct Mail The Pissing Letter for DIASTIX by BBDO India,1
"Packaging, Branding & Design Green Fold for Killer Jeans by Grey Group India",1
"Packaging, Branding & Design Strip the Summer for Killer Jeans by Grey Group India",1
Print How to make a bomb for White Collar Hippies by BBDO India,0
Television Goodbye Laptops for Karbonn by Taproot Dentsu,4
Television Everyone listens to those who watch ABP News for ABP News by MullenLowe Lintas Group,4
Television Dad and Son for Volkswagen by DDB Mudra - Beyond the ordinary,4
Television Fruit Wash for Joy by Scarecrow M&C Saatchi,4
Print God for ATSS Security Systems by McCann Mumbai,1
"Television Woodland: Adventure Never Stops for Woodland by Lowe Worldwide - Hello Robot establishes the tagline of ""Adventure never stops"" by delivering a...",2
Television Click for Axe Blast by Bartle Bogle Hegarty Asia Pacific - Score More,4
Television All Season Tyres for CEAT by Ogilvy India,1
Print Abused Goddess 1 for Save Our Sisters by Taproot Dentsu,4
Print Abused Goddess 2 for Save Our Sisters by Taproot Dentsu,4
Print Abused Goddess 3 for Save Our Sisters by Taproot Dentsu,4
Television Carnival for BCCI by Ogilvy India,1
Web Film The Voyage [Exclusive Version] for Heineken by Wieden + Kennedy Amsterdam - open your world,4
Web Film Wise Man for Heineken by Wieden + Kennedy Amsterdam - open your world,4
Web Film Spinning Dancers for Heineken by Wieden + Kennedy Amsterdam - open your world,4
"Freecard/Postcard Malaka Spice Poster for The Malaka Spice by The Circus Works - Poster for The Malaka Spice Restaurant.Â 
Â 
Â ",0
"Television My Account, My Number for IndusInd Bank by RK Swamy BBDO",1
Television Elevator for Lenovo by Ogilvy India,1
Television Kidnapped for Hyundai by Innocean Worldwide,1
